b.CVDB_ID, b.Series, b.Number, b.Volume, b.FileName, b.PageCount, b.FileSize, b.ID 
None, The Tick New Series, 5, , The Tick New Series 05 (2010) (noads) (Legion-CPS).cbz, 29, 14.2634458542, 1c41c1e0-c1d3-409a-8c7b-aca7416d0f19
None, The Tick New Series, 5, , The Tick New Series 05 (2010) (c2c) (Legion-CPS).cbz, 37, 18.4816493988, 51b18f70-401f-4426-b1ca-cd39218b6534
None, The Tick - The Edlund Epic, 1, , The Tick - The Edlund Epic 01 (of 12) (2010) (Minutemen - Kame House).cbz, 29, 20.2335186005, a61824ce-f090-4e79-8541-fc22a62b3ba0
None, Tiger & Crane, 1, , Tiger & Crane 001 (2008) (Whitewolf-DCP).cbz, 30, 11.5364675522, c023174e-ff4c-4263-ab88-26f6da1b56e3
None, Tiger and Crane 02, 1, , Tiger and Crane 02 (2008) (Tempest-DCP).1.cbz, 28, 12.2119846344, b92325c0-ef25-46cb-bc2c-2810f60ed985
None, Tiger And Crane, 1, , Tiger And Crane 001 (2008) (WildBlueZero).cbz, 33, 22.4011306763, 7582b573-a754-40db-9953-775358797ab6
None, Tiger and Crane, 2, , Tiger and Crane 02 (2008) (Tempest-DCP).cbz, 28, 12.2119827271, 609008f6-c7e9-440c-9d2a-c8ade5e80bac
None, Tigra, 1, , Tigra 001 (2002) (Bchry-DCP).cbz, 23, 18.2990264893, 575c27e0-8505-4576-b886-35fc22eac069
None, Tigra, 2, , Tigra 002 (2002) (Bchry-DCP).cbz, 23, 18.4436798096, 3ce538ec-fc66-4d26-ade3-85722dff5450
None, Tigra, 3, , Tigra 003 (2002) (Bchry-DCP).cbz, 23, 19.9220018387, 8983ef07-634d-4bec-90b7-3d225d0e7707
None, Tigra, 4, , Tigra 004 (2002) (Bchry-DCP).cbz, 23, 17.6574792862, e800ca1b-b616-43ce-a044-2ce6654c4273
None, Tigress Tales, 4, , Tigress Tales 004 (2002) (c2c) (Minutemen-de7iL).cbz, 28, 13.2147836685, 848d5b32-abf7-4434-b3e5-baca628fa5e8
None, Time Lincoln Apocalypse Mao, , , Time Lincoln Apocalypse Mao (One Shot) (2011).cbz, 35, 26.0162725449, f56dd2eb-72b2-42ba-9c8d-6b4c25d5f841
None, Time Masters - Vanishing Point, , , Time Masters - Vanishing Point (2010) (2 covers) (Minutemen-OTT).cbz, 28, 26.3721780777, 43591c10-dbc7-48a8-88f3-865be2665945
None, Time Masters - Vanishing Point, 1, , Time Masters - Vanishing Point 01 (of 06) (2010) (Last Kryptonian - Green Giant-DCP).cbz, 25, 17.4451322556, 11dbe41b-cca9-4ee5-9d37-4f80c41651e9
None, Time Masters - Vanishing Point, 2, , Time Masters - Vanishing Point 02 (2010) (Minutemen-OTT).cbz, 27, 30.1774377823, 2c393c15-b8e4-40fa-9187-d011f9ebcae2
None, Time Masters - Vanishing Point, 3, , Time Masters - Vanishing Point 03 (of 6) (2010) (Last Kryptonian - Green Giant-DCP).cbz, 25, 13.1156978607, 22aa97e4-503e-409d-bcca-95ec21be1e71
None, Time Masters - Vanishing Point, 3, , Time Masters - Vanishing Point 03 (of 06) (2010) (Minutemen-OTT).cbz, 27, 29.6699380875, 053dc89a-e744-4f28-9121-15a44407c14d
None, Time Masters - Vanishing Point, 4, , Time Masters - Vanishing Point 04 (of 6) (2010) (GreenGiant-DCP).cbz, 25, 12.2753181458, 0a526cfc-25df-4a09-8cd3-db48450adf9e
None, Time Masters - Vanishing Point, 4, , Time Masters - Vanishing Point 04 (of 06) (2010) (Minutemen-OTT).cbz, 27, 26.5076274872, 55f68cb2-8a2d-49c6-aaab-0a6a87669562
None, Time Masters - Vanishing Point, 5, , Time Masters - Vanishing Point 05 (of 6) (2011) (GreenGiant-DCP).cbz, 25, 12.3531312943, 8dab3355-4cfb-434c-a7df-d5b4a1e2f6e9
None, Tin Man, 1, , Tin Man 01 (2007) (Webrip) (Snrub-DCP).cbz, 15, 1.51569938660, 04d8f418-4206-4fcc-8dc6-59ebeaabe67a
None, Tiny Titans, 1, , Tiny Titans 01 (2008) (RacerX-DCP).cbz, 29, 12.7472572327, 809fca10-1f14-4c53-b8e7-17338731ba04
None, Tiny Titans, 1, , Tiny Titans 01 (2008) (noads) (Truman-DCP).cbz, 25, 12.8163156509, d5ba6caa-db11-4bc1-842f-ea50bbe18444
None, Tiny Titans, 1, , Tiny Titans 001 (2008) (Minutemen-Y2K).cbz, 25, 15.1227378845, 10a3604d-a6d8-43e8-ba1b-4dcd6edc55a9
None, Tiny Titans, 1, , Tiny Titans 01 (Apr 2008) (c2c) (Truman-DCP).cbz, 37, 19.3922061920, f96a93a0-7573-4c6b-bf4c-f628f48dc8a8
None, Tiny Titans, 2, , Tiny Titans 02 (2008) (RacerX-DCP).cbz, 25, 10.4439172745, 42e9bd7d-2341-4617-9779-67fc6ba0f8b3
None, Tiny Titans, 2, , Tiny Titans 002 (2008) (Minutemen-Y2K).cbz, 25, 13.7467412949, d1becb76-3f92-477b-b90d-71b159120669
None, Tiny Titans, 2, , Tiny Titans 02 (2008) (noads) (Truman-DCP).cbz, 25, 15.6846141815, d1a1f713-c5bb-47f0-92d9-8f6d04ff7e1b
None, Tiny Titans, 2, , Tiny Titans 02 (2008) (c2c) (Truman-DCP).cbz, 37, 23.1433792114, acd56d23-6860-457d-958d-fb353cc57a3d
None, Tiny Titans, 3, , Tiny Titans 03 (2008) (noads) (Truman-DCP).cbz, 25, 12.5328226089, c766793e-b9e5-4278-9fa6-57279c064bb4
None, Tiny Titans, 3, , Tiny Titans 003 (2008) (Minutemen-Y2K).cbz, 25, 13.4725761414, c3d187f2-2696-49f8-84db-2e93715019a7
None, Tiny Titans, 3, , Tiny Titans 03 (2008) (c2c) (Truman-DCP).cbz, 37, 17.5149402618, 00f68af7-dd69-4c75-ae08-04f535e72852
None, Tiny Titans, 4, , Tiny Titans 04 (2008) (noads) (Truman-DCP).cbz, 25, 11.2229881287, 6ecf03a0-0316-40d3-b522-ff4416551ea4
None, Tiny Titans, 4, , Tiny Titans 04 (2008) (c2c) (Truman-DCP).cbz, 36, 16.1782169342, 86a1773f-53c8-49d8-99f4-4c902077a687
None, Tiny Titans, 4, , Tiny Titans 004 (2008) ( Minutemen-Y2K) .cbz, 25, 17.7374095917, d25b5957-a463-4a9f-987f-ee8eb9e02a59
None, Tiny Titans, 5, , Tiny Titans 05 (2008) (noads) (Truman-DCP).cbz, 25, 11.7351818085, 1e20a860-7f80-4754-b8c0-754376f22af8
None, Tiny Titans, 5, , Tiny Titans 05 (2008) (c2c) (Truman-DCP).cbz, 37, 16.8475246429, fd46fdb9-0dce-4d00-9865-77a33c31c17c
None, Tiny Titans, 5, , Tiny Titans 005 (2008) (Minutemen-Y2K).cbz, 26, 18.9542932510, d0eb6034-ea36-407b-8157-01cdc238da0d
None, Tiny Titans, 6, , Tiny Titans 06 (2008) (noads) (Truman-DCP).cbz, 25, 12.1950435638, 550e8e61-73dc-4aa9-8af2-edadaf60505f
None, Tiny Titans, 6, , Tiny Titans 06 (2008) (c2c) (Truman-DCP).cbz, 37, 17.2389478683, 9d7eaae8-d51f-480c-b1c0-31c0d380b738
None, Tiny Titans, 30, , Tiny Titans 030 (2010) (noads) (Thundarr Bunny-CPS).cbz, 25, 10.1321763992, 6323fd5c-1b53-47aa-aca7-8e0437c7bef9
None, Tiny Titans, 30, , Tiny Titans 030 (2010) (c2c) (Thundarr Bunny-CPS).cbz, 38, 15.1212530136, 11df384c-b487-4fda-8810-d51fff331e63
None, Tiny Titans, 30, , Tiny Titans 30 (2010) (Minutemen-DTs).cbz, 24, 19.0523071289, 4ed36c09-f28c-45d3-a213-94b9ef0a1415
None, Tiny Titans, 31, , Tiny Titans 31 (2010) (Minutemen-DTs).cbz, 24, 19.1351690292, 5d65cb6e-74d6-45fd-9f3b-ba6973c26dec
None, Tiny Titans, 32, , Tiny Titans 032 (2010) (noads) (Toy Monsters-CPS).cbz, 25, 16.8344907761, a2c1167a-d9a4-44fd-aa69-06111065305e
None, Tiny Titans, 32, , Tiny Titans 32 (2010) (Minutemen-DTs).cbz, 24, 18.5777854919, 801d8ff4-7540-44bb-95d8-70ecabac18eb
None, Tiny Titans, 32, , Tiny Titans 032 (2010) (c2c) (Toy Monsters-CPS).cbz, 37, 23.2063884735, a2b090a6-410d-4257-860e-aa2476cc7a40
None, Tiny Titans, 33, , Tiny Titans 033 (2010) (noads) (HFB-CPS).cbz, 25, 10.6790666580, 258e8b27-e328-4e4c-8775-257dfef50c06
None, Tiny Titans, 33, , Tiny Titans 033 (2010) (c2c) (HFB-CPS).cbz, 36, 16.0921669006, bd5b16c0-314b-40b5-8797-ae70fee2be1b
None, Tiny Titans, 33, , Tiny Titans 33 (2010) (Minutemen-DTs).cbz, 24, 17.2511348724, a4b74a0f-76af-43b5-8dea-02fe143574cc
None, Tiny Titans, 34, , Tiny Titans 034 (2011) (noads) (Team-CPS).cbz, 24, 12.6727657318, 448cf3a0-9256-47eb-afe1-b8773dc674ef
None, Tiny Titans, 34, , Tiny Titans 34 (2011) (Minutemen-DTs).cbz, 24, 18.6959285736, 2cc9c1ca-1bdd-4dd5-9594-6e04c23ee02e
None, Tiny Titans, 34, , Tiny Titans 034 (2011) (c2c) (Team-CPS).cbz, 36, 19.0604190826, 44ad6cb5-e07b-475d-ac68-b0fd5e891986
None, Tiny Titans, 35, , Tiny Titans 35 (2011) (Minutemen-DTs).cbz, 22, 18.1490821838, 50b1954d-c116-4236-b18c-02a904df70dc
None, Tiny Titans, 36, , Tiny Titans 36 (2011) (Minutemen-DTs).cbz, 22, 16.0951337814, 7a954426-1b13-477e-b161-3190afb0438b
None, Tiny Titans-Little Archie, 1, , Tiny Titans-Little Archie 01 (of 03) (2010) (Minutemen-DTs).cbz, 24, 19.6949939728, 1860aa97-c747-4ebe-a319-5f05fdadd6c7
None, Tiny Titans-Little Archie, 2, , Tiny Titans-Little Archie 02 (of 03) (2011) (Minutemen-DTs).cbz, 23, 19.3232173920, b6dd55e1-d51f-4d0b-83f4-d530db23c72b
None, Tiny Titans-Little Archie, 3, , Tiny Titans-Little Archie 03 (of 03) (2011) (Minutemen-DTs).cbz, 22, 19.0361881256, b009075a-e354-4f2d-8915-fe3cbf71b179
None, Tiny Titans-Little Archie, 3, , Tiny Titans-Little Archie 03 (of 03) (2011) (Minutemen-DTs).cbz, 22, 19.0362081528, 48246766-5c9f-4381-af1a-ff9588ca6cda
None, Tiny Titans - Little Archie, 1, , Tiny Titans - Little Archie 01 (2010) (noads) (HFB-CPS).cbz, 25, 11.5870151520, 7294d492-9663-446e-bc5e-d87b45c6a330
None, Tiny Titans - Little Archie, 1, , Tiny Titans - Little Archie 01 (2010) (c2c) (HFB-CPS).cbz, 36, 17.0122051239, 7e0c2a5e-097e-42b9-9a53-48bb7f95daee
None, Tiny Titans - Little Archie, 2, , Tiny Titans - Little Archie 02 (2010) (noads) (HFB-CPS).cbz, 24, 11.2191886902, 2fdf193a-b1a6-4bbe-ae31-74667471e50e
None, Tiny Titans - Little Archie, 2, , Tiny Titans - Little Archie 02 (2010) (c2c) (HFB-CPS).cbz, 36, 17.3720121384, 0a8a81d4-5130-4d0c-afd5-fe6d459a43f8
None, Tiny Titans - Little Archie, 3, , Tiny Titans - Little Archie 03 (2011) (noads) (HFB-CPS).cbz, 23, 11.4674320221, c5968acf-104b-41b2-9441-07ceff233dde
None, Tiny Titans - Little Archie, 3, , Tiny Titans - Little Archie 03 (2011) (c2c) (HFB-CPS).cbz, 37, 18.0086641312, 885eadbd-b31d-4386-a5ee-db047038bea4
None, Titanium Rain 01, 2, , Titanium Rain 01 (of 02) (Chapters 1 & 2) (2009) (Minutemen-DarthPyre).cbz, 52, 32.9410734177, dde43b99-d26f-4303-9255-1f4b31f63f87
None, Titans, 1, , Titans 001 (2008) (FB-DCP).cbz, 42, 21.2145214081, 44c67aaa-55df-4bb2-8717-9dda89043a20
None, Titans, 1, , Titans 001 (2008) (Minutemen-Dizzy & The Kid).cbz, 35, 25.6562023163, 40392674-7dc0-47ac-871a-1edfb1a83ae9
None, Titans, 1, , Titans 01 (2008) (Avalon-DCP).cbz, 30, 26.5275821686, d7e88bfc-ac61-432a-9180-652e31068525
None, Titans, 2, , Titans 002 (2008) (FB-DCP).cbz, 33, 16.7171468735, 9a930ecd-d61b-418e-9b0a-22027d9d68fa
None, Titans, 2, , Titans 02 (2008) (Avalon-DCP).cbz, 23, 16.9936285019, 0b5f30aa-ea41-4d70-9675-c5c280d6ed36
None, Titans, 2, , Titans 002 (2008) (Minutemen-Dizzy & TheKid).cbz, 23, 18.7898044586, 50819a7f-6ba9-4962-8c2e-c0cdd8c8d3ab
None, Titans, 3, , Titans 003 (2008) (FB-DCP).cbz, 33, 16.2408704758, 675683b4-d7f1-4c36-9159-ebebc3c38a16
None, Titans, 3, , Titans 003 (2008) (Minutemen-Dizzy TheKid) .cbz, 23, 17.4277610779, a282f68f-300e-43ea-851a-65a08133fb53
None, Titans, 3, , Titans 03 (2008) (Avalon-DCP).cbz, 23, 18.2714710236, b67459ac-87dc-4f36-9904-02147f55467f
None, Titans, 25, , Titans 025 (2010) (Minutemen-OracleScanner).cbz, 24, 15.7429361343, 6c5d99d8-5d42-4428-b216-0805a6c1ba23
None, Titans, 26, , Titans 26 (2010) (Minutemen-DTs).cbz, 24, 20.4339694977, dc1d5c9c-f6ee-425d-ac28-2f4c87c71ce7
None, Titans, 27, , Titans 027 (2010) (Team-DCP).cbz, 24, 10.2379455566, 2dc4fc2c-71de-44b8-9cf3-8fc52ea4e066
None, Titans, 27, , Titans 027 (2010) (Minutemen-TwiztidSith).cbz, 24, 16.4199724197, 383edd07-42a0-4741-95df-a878ce0fd604
None, Titans, 27, , Titans 27 (2010) (Mintuemen-TwiztiD-T).cbz, 24, 21.5286588669, b4326dc3-b065-4a6e-9161-d3b82eb796f0
None, Titans, 28, , Titans 028 (2010) (Minutemen-TwiztidSith).cbz, 23, 16.1485862732, 2712fba0-84ae-4032-9298-1700a3c1fe61
None, Titans, 28, , Titans 28 (2010) (Minutemen-TwiztiD-T).cbz, 23, 20.9726219177, 1fbf714e-cf7d-486b-84f0-d440380195c3
None, Titans, 29, , Titans 29 (2011) (Avalon-SCC-DCP).cbz, 24, 12.0574407578, ccac019d-7b5b-4ae9-ae58-9b80ba22859c
None, Titans, 29, , Titans 029 (2011) (Minutemen-TwiztidSith).cbz, 23, 16.5432357788, e8df4c8e-649e-4099-b01c-527dd3176a26
None, Titans, 29, , Titans 29 (2011) (Minutemen-TwiztiD-T).cbz, 23, 21.2511396408, 49f4ca55-5c27-484c-aea3-4dae21256c17
None, Titans, 30, , Titans 30 (2011) (Avalon-SCC-DCP).cbz, 25, 12.1657867432, 38b88ae1-c439-4a29-8b73-821e47574ad1
None, Titans, 30, , Titans 30 (2011) (Minutemen-TwiztiD-T).cbz, 24, 21.1176538467, e201e775-bd63-49d7-86eb-198ec04339e3
None, Titans, 31, , Titans 31 (2011) (Avalon-SCC-DCP).cbz, 30, 15.4709987640, 3a68c135-18f0-40fc-97f0-3362432413d5
None, Titans, 1, 2, Titans v2 01 (variant cover) (2008) (KingDaubach-DCP).cbz, 1, 0.561522483826, ad072158-d681-4ea8-8df3-92e617cfc919
None, Titans 016, 2009, , Titans 016 (2009) (1920) (Minutemen-ThePyre&TheKnut).cbz, 25, 28.9763555527, bfb7e510-c2c7-4788-a201-c7c8675d716e
None, Titans      Avalon-DCP, 3, , Titans_03__2008___Avalon-DCP_.cbz, 23, 18.2708673477, 352a10a9-bcb7-4e6a-a73a-11eecab8425f
None, Titans & Young Justice Graduation Day, 1, , Titans & Young Justice Graduation Day 001 (2003) (Bchry-DCP).cbz, 24, 22.2491531372, f5e0694a-52b7-4b02-aca5-aa03707da757
None, Titans & Young Justice Graduation Day, 2, , Titans & Young Justice Graduation Day 002 (2003) (Bchry-DCP).cbz, 24, 22.1698551178, e3bc13c0-80d2-4772-b101-15c2cb71020b
None, Titans & Young Justice Graduation Day, 3, , Titans & Young Justice Graduation Day 003 (2003) (Bchry-DCP).cbz, 23, 23.2097454071, 1bb64d5a-cc77-4d04-8d94-014951226992
None, Titans East Special, 1, , Titans East Special 01 (2008) (Minutemen-TheSaint & LegionBoy).cbz, 40, 23.8551330566, 921ff846-25ef-480c-913c-b8c5c5538a3b
None, Titans East Special, 1, , Titans East Special 01 (2008) (FB-DCP).cbz, 49, 25.0718832016, 98f18010-2f2f-42cd-830f-fdd0056b48ce
None, Titans East Special, 1, , Titans East Special 01 (2008) (CamelotScans-DCP).cbz, 40, 27.4531345367, fffd5954-718f-4415-b9c0-2179468e49a1
None, TMNT, 29, 4, TMNT Vol 4 29 (2008) (DRGS).cbz, 42, 16.6560420990, 9e0687cd-27cf-4881-b986-e05b8815aef1
None, TMNT - Official Movie Adaption, 1, , TMNT - Official Movie Adaption 01 (2007) (Archangel-DCP).cbz, 68, 38.4683237076, 1667a32a-9a9a-43b7-80a2-068a923869c3
None, TMNT  Film Exclusive Artwork, , , TMNT 2007 Film Exclusive Artwork (ComicCon).cbz, 24, 5.98336505890, 8f2d401b-8cde-4cf9-bde1-b1068109cf41
None, TMNT  Movie screen caps, , , TMNT 2007 Movie screen caps.cbz, 162, 40.0717201233, a1d2e539-238a-4de3-bf24-43b59ca03db0
None, TMNT Movie Prequel, 1, , TMNT Movie Prequel - 1 (of 5) [SpideyMan].cbz, 32, 16.6098270416, 7e911a70-72eb-4a0b-8ba3-cdc4203d1188
None, TMNT Movie Prequel, 2, , TMNT Movie Prequel - 2 (of 5) [SpideyMan].cbz, 33, 13.2274522781, 761326c9-9144-4480-905a-61e517f3ad87
None, TMNT Movie Prequel, 3, , TMNT Movie Prequel - 3 (of 5) [SpideyMan].cbz, 28, 15.8635091782, 806a3d25-62dd-4fff-a098-1633d442afb8
None, Tom Strong & the Robots of Doom, 3, , Tom Strong & the Robots of Doom 03 (c2c) (2010) (DangerAngel).cbz, 35, 23.6748294830, 5cbc321a-c861-49a2-b0f5-8e1aef21cb8b
None, Tom Strong and the Robots of Doom, 1, , Tom Strong and the Robots of Doom 01 (2010) (Minutemen - Twiztid Sith).cbz, 23, 16.5626010895, 59296edc-2f11-4bb1-a3e8-6cf1fbe987d8
None, Tom Strong and the Robots of Doom, 2, , Tom Strong and the Robots of Doom 02 (2010) (Minutemen - Twiztid Sith).cbz, 23, 15.0870933533, a5b49491-72e8-47ff-81be-5be44ce89eb5
None, Tom Strong and the Robots of Doom, 2, , Tom Strong and the Robots of Doom 02 (2010) (Minutemen - Twiztid Sith).cbz, 23, 15.0882892609, 9b04e390-b531-4b52-983a-34f319e2ce51
None, Tom Strong and the Robots of Doom, 3, , Tom Strong and the Robots of Doom 03 (of 06) (2010) (fixed) (Minutemen-TyScanner).cbz, 23, 14.9178857803, 68e874d8-e4df-425a-802b-43caa74e1dc9
None, Tom Strong and the Robots of Doom, 3, , Tom Strong and the Robots of Doom 03 (of 06) (2010) (Minutemen-IAmJack'sLiver).cbz, 23, 18.7791290283, 27627139-0a71-42e3-8511-462e2399397a
None, Tom Strong and the Robots of Doom, 4, , Tom Strong and the Robots of Doom 04 (of 06) (2010) (Minutemen-TyScanner).cbz, 24, 15.2772912979, abc48977-1467-4bd1-9ef8-b95174a4675f
None, Tom Strong and the Robots of Doom, 4, , Tom Strong and the Robots of Doom 04 (of 06) (2010) (Minutemen-IAmJack'sLiver).cbz, 24, 19.1109342575, af12a9a4-c867-4090-9d58-8051cc2dbb9e
None, Tom Strong and the Robots of Doom, 5, , Tom Strong and the Robots of Doom 05 (of 06) (2010) (Minutemen-TyScanner).cbz, 23, 15.8612232208, ad5b980f-16ad-4e40-9d3f-ced11fa97772
None, Tom Strong and the Robots of Doom, 5, , Tom Strong and the Robots of Doom 05 (of 06) (2010) (Minutemen-IAmJack'sLiver).cbz, 23, 20.4521369934, c98bca01-2449-4284-8530-d9953b4c5a78
None, Tom Strong and the Robots of Doom, 6, , Tom Strong and the Robots of Doom 06 (of 06) (2011) (Minutemen-TyScanner).cbz, 24, 16.1804227829, d4e6100e-5b97-4466-b474-625dd91ea657
None, Tom Strong and the Robots of Doom, 6, , Tom Strong and the Robots of Doom 06 (of 06) (2011) (Minutemen-IAmJack'sLiver).cbz, 24, 19.9343290329, b4b33613-bc9a-4308-b791-53fe2c63cb8b
None, Tomb of Terror, 1, , Tomb of Terror 01 (2010) (c2c) (Minutemen-Zombie).cbz, 36, 42.3778085709, ae0291a9-0100-45a2-a547-33de06df0e5a
None, Top Cat 010, 4, , Top Cat 010 (1964-04) (c2c) (GreenGiant-DCP).cbz, 37, 24.7603464127, 5942879a-d263-4406-98ca-4e210082a0c1
None, Top Cow Bible Addendum, 1, , Top Cow Bible Addendum 01 (2010) (c2c) (HW-DCP).cbz, 37, 16.9887981415, e41706a5-f1a3-4148-a262-d3a221d6f726
None, Tor, 1, , Tor 01 (of 6) (2008) (RacerX-DCP).cbz, 24, 13.2816457748, 833121a5-6260-40e4-83db-b8f7d82c0652
None, Tor, 1, , Tor 001 (of 6) (2008) (Minutemen-Zone & TheKid).cbz, 24, 18.0736179352, 9e7ae691-def9-4bd9-a9b2-b2dee0cacd56
None, Tor, 2, , Tor 02 (of 6) (2008) (RacerX-DCP).cbz, 24, 14.5863065720, e2e8302b-5a80-4dac-8096-d7a73f3aa398
None, Tor, 3, , Tor 03 (of 6) (2008) (RacerX-DCP).cbz, 25, 15.4927272797, 67b058e7-3c5e-4830-85da-f0b12bdd28eb
None, The Torch, 2, , The Torch 02 (of 08) (2009) (Minutemen-CalamityCoyote).cbz, 27, 24.8322563171, 0ff0c4cf-0e62-4e86-97f6-b3ce4942242b
None, The Torch, 8, , The Torch 08 (of 08) (2010) (Minutemen-CalamityCoyote).cbz, 27, 24.4144058228, 6e5c25d4-c878-4ae9-a5b6-bc0936ecca2b
None, Torchwood, 1, , Torchwood 01 (2010) (c2c) (Hawkwind).cbz, 30, 13.4096508026, 5b67ccc5-33ee-4307-b671-b4944dcf0066
None, Torchwood, 2, , Torchwood 02 (2010) (2 covers) (c2c) (HW-DCP).cbz, 34, 15.3196210861, 56ed55b3-dc6a-4391-b9be-73a4fdb950c3
None, Torchwood, 3, , Torchwood 03 (2010) (2 covers) (c2c) (HW-DCP).cbz, 32, 17.9391632080, 1dc2994e-81fe-48f7-8543-826e411ff6c2
None, Torchwood, 4, , Torchwood 04 (2010) (2 covers) (c2c) (HW-DCP).cbz, 34, 17.5023736954, 812c2492-1fcf-448e-bfc9-d300bd9bb5b1
None, Torchwood, 5, , Torchwood 05 (2010) (2 covers) (c2c) (HW-DCP).cbz, 34, 17.3576669693, 672a5428-44dc-4cc7-ace9-41033521526d
None, Torchwood, 6, , Torchwood 06 (2011) (2 covers) (c2c) (HW-DCP).cbz, 34, 18.0738334656, 125930c3-a5f2-41bf-8bbd-6b4738a3b5de
None, Torchwood Comic, 1, , Torchwood Comic 001 (2010) (four covers) (Minutemen-DeliriousPhD).cbz, 31, 21.9933443069, c560de79-09e3-48da-8842-50061ae13c2a
None, Torchwood Comic, 2, , Torchwood Comic 002 (2010) (2 covers) (Minutemen-RazorBill&PhD).cbz, 32, 22.8299598694, 70b54b15-1703-4637-b683-bf324be8ec51
None, Torchwood Comic, 3, , Torchwood Comic 003 (2010) (2 covers) (Minutemen-RazorBill&PhD).cbz, 28, 19.8287372589, da98c5c6-96ce-48c6-97fe-4b980f950f1d
None, Torchwood Comic, 4, , Torchwood Comic 004 (2010) (2 covers) (Minutemen-RazorBill&PhD).cbz, 30, 21.3333244324, b86861ab-7d9c-4133-9c82-fdd351413f88
None, Totem, 1, , Totem 001 (2007) (Variant Cover) (Minutemen-ReZone).cbz, 2, 0.844445228577, 4b2aedfa-4174-4b98-8a25-f28050d8eeaf
None, Totem, 1, , Totem 001 (2007) (Minutemen-DarthResin).cbz, 27, 15.4761352539, c25e5dad-ac2d-4d4b-a121-80379383ac16
None, Totem, 3, , Totem 03 (2008) (Minutemen-DarthResin).cbz, 33, 23.4615678787, afeeb3ef-b6b4-44ee-bebe-0e0be3169e34
None, Totem, 4, , Totem 04 (2008) (Minutemen-DarthResin).cbz, 33, 23.3357324600, 2607d8bc-f8c8-4271-bf04-2db546f405a7
None, Toy Story, 1, , Toy Story 01 (2009) (two covers) (Minutemen-DTs).cbz, 25, 21.7304315567, 40edbb61-fa54-4ff9-92e4-4227f6ac6512
None, Toy Story, 2, , Toy Story 02 (2010) (two covers) (Minutemen-DTs).cbz, 24, 24.9225778580, cb6bdf0b-45a2-45b0-aa39-cfa4589aa7d1
None, Toy Story, 3, , Toy Story 03 (2010) (Minutemen-TwiztiD-T).cbz, 24, 21.1891412735, 77458e8e-c29b-4d65-b366-7557e102fbe3
None, Toy Story, 4, , Toy Story 04 (2010) (two covers) (Minutemen-TwiztiD-T).cbz, 24, 21.3151521683, 470f0cb5-d2df-41e9-af9e-9f9979ee60ed
None, Toy Story, 5, , Toy Story 005 (2010) (c2c) (2 covers) (Spooon-CPS).cbz, 28, 12.8248662949, fae09c9c-1049-49a2-b340-03072dff7339
None, Toy Story, 5, , Toy Story 05 (2010) (two covers) (Minutemen-TwiztiD-T).cbz, 24, 22.4494647980, b0dc8847-9143-427b-bc4e-5603fd9f46b8
None, Toy Story, 6, , Toy Story 06 (2010) (two covers) (Minutemen-DTs).cbz, 24, 23.4393281937, e7b8010d-988e-46ff-8961-805d3cecf910
None, Toy Story, 7, , Toy Story 07 (2010) (c2c) (2 covers) (HFB-CPS).cbz, 30, 14.7081775665, 44c42fc3-a784-43dc-b9d3-1e0904be5000
None, Toy Story, 7, , Toy Story 07 (2010) (two covers) (Minutemen-TwiztiD-T).cbz, 26, 23.4426851273, 5ad70683-aff0-4cbb-8465-c67587ab1717
None, Toy Story - Tales from the Toy Chest, 1, , Toy Story - Tales from the Toy Chest 01 (2010) (2 covers) (Minutemen-TwiztidSith).cbz, 23, 17.6859636307, 04973e58-dcb7-4465-8fd2-74d0ddab132f
None, Toy Story - Tales From The Toy Chest, 1, , Toy Story - Tales From The Toy Chest 001 (2010) (c2c - 2 covers) (Toy Monsters-CPS).cbz, 27, 19.5575008392, eebbcbb7-f537-4a99-96e8-fd186dbf03c3
None, Toy Story - Tales from the Toy Chest, 1, , Toy Story - Tales from the Toy Chest 01 (2010) (two covers) (Minutemen-TwiztiD-T).cbz, 23, 20.1094884872, 827b92c4-686b-44d8-a806-926f75987d7d
None, Toy Story - Tales From The Toy Chest, 2, , Toy Story - Tales From The Toy Chest 02 (2010) (c2c) (HFB-CPS).cbz, 25, 13.3786563873, 21e95387-025f-4240-8834-39ad82d96fb7
None, Toy Story - Tales from the Toy Chest, 2, , Toy Story - Tales from the Toy Chest 02 (2010) (Minutemen-TwiztiD-T).cbz, 21, 20.1914815903, 559a3e0f-cb9a-4851-af61-7f6a89d0e23c
None, Toy Story - Tales from the Toy Chest, 3, , Toy Story - Tales from the Toy Chest 03 (2010) (Minutemen-TwiztiD-T).cbz, 21, 16.9382419586, 54871f69-fcae-4691-9c4d-d7ded0096572
None, Toy Story - Tales from the Toy Chest, 3, , Toy Story - Tales from the Toy Chest 03 (2010) (Minutemen-TwiztiD-T).cbz, 21, 16.9382934570, a33ac2bc-61be-4705-a2a1-3673f99a244c
None, Toy Story - Tales From The Toy Chest, 4, , Toy Story - Tales From The Toy Chest 04 (2010) (c2c) (HFB-CPS).cbz, 27, 13.5313320160, 832fe162-3f5d-443b-a111-270e6eafa22b
None, Toy Story - Tales from the Toy Chest, 4, , Toy Story - Tales from the Toy Chest 04 (2010) (Minutemen-TwiztiD-T).cbz, 22, 18.6595277786, 7f37c6cd-a3d4-46ff-82da-61e331ca2de0
